"Id","SalePrice"
1689,192503.34492267
1690,192027.107958386
1691,180046.215103426
1692,253083.429176075
1693,165329.004872833
1694,185135.60279297
1695,163622.973105874
1696,280279.905880118
1697,170255.704896941
1698,358512.772561471
1699,321254.544621076
1700,250735.030048896
1701,265271.142926814
1702,251787.197569145
1703,258580.213052333
1704,293132.787453749
1705,231399.348858493
1706,452238.522102434
1707,215324.934919269
1708,208504.945378283
1709,281318.038185124
1710,225730.503521793
1711,265278.792222543
1712,276941.987343705
1713,278284.20998939
1714,227580.605792922
1715,206009.730912361
1716,183112.787899907
1717,167188.326366376
1718,138770.623629516
1719,204821.530875451
1720,243250.085371605
1721,154420.024501414
1722,123951.970337022
1723,156642.598492471
1724,209034.556626221
1725,236875.08181386
1726,188440.931116156
1727,162554.173084014
1728,167931.087807752
1729,171599.819023509
1730,153991.274205467
1731,122813.77305583
1732,128395.718425851
1733,116419.814563726
1734,122876.771267016
1735,121014.731516201
1736,112900.183807963
1737,294875.771787197
1738,237619.667128777
1739,263565.059049048
1740,244071.924945072
1741,196355.975270752
1742,174457.057384438
1743,175476.477329523
1744,296127.561122843
1745,221043.655680873
1746,182491.889505616
1747,216093.5729283
1748,235164.991011283
1749,156625.268485313
1750,131894.497842674
1751,249339.021048492
1752,117904.885830745
1753,152124.726672297
1754,197680.015854622
1755,175538.512612196
1756,130305.870218344
1757,118672.672144636
1758,150160.250110268
1759,161759.880077901
1760,170612.886264569
1761,152419.803936593
1762,183341.820940455
1763,173386.839625083
1764,116739.895650203
1765,168973.606548801
1766,179592.676160651
1767,227118.11300944
1768,141972.090826954
1769,166980.418070675
1770,139590.481781577
1771,135283.485548253
1772,137290.16659276
1773,131698.272445018
1774,147099.018441265
1775,132864.706732114
1776,124791.369682925
1777,103323.586643568
1778,137534.315910804
1779,113696.52064626
1780,170204.620153019
1781,125781.22142584
1782,88245.647650785
1783,150234.559042631
1784,105981.905421791
1785,112794.897794268
1786,157853.540884847
1787,160570.372259421
1788,60779.8371800863
1789,94044.5109337236
1790,79511.0892160243
1791,179696.238284508
1792,159393.982947886
1793,124831.100654567
1794,150148.853584065
1795,128429.744766424
1796,118367.021922839
1797,115186.817413639
1798,122937.20610805
1799,106983.004693796
1800,132960.680605761
1801,136487.489926754
1802,133770.955150614
1803,145349.825145063
1804,148001.880431129
1805,131420.132496809
1806,120438.315989338
1807,124102.583270334
1808,114887.662478106
1809,118442.356474945
1810,143404.078572719
1811,85683.5904948728
1812,96922.8293848121
1813,122831.015258591
1814,93504.7154511312
1815,55592.6859562083
1816,92766.2598207973
1817,114547.498353751
1818,143402.384080765
1819,128711.18457212
1820,67681.2346991995
1821,105194.874001346
1822,151726.330981414
1823,49198.8607332126
1824,123135.879444371
1825,134792.492574419
1826,108308.304263953
1827,102815.732843076
1828,136467.385535117
1829,118115.605179272
1830,143365.722181462
1831,141152.514327712
1832,85693.7654772427
1833,138920.549108979
1834,120878.025308895
1835,124808.077145832
1836,119474.050129759
1837,82722.467552517
1838,129166.287066218
1839,99046.0832618713
1840,158128.840242877
1841,145328.52080896
1842,86404.8580583584
1843,134685.317346168
1844,138728.203019806
1845,146386.006068848
1846,150430.751275355
1847,166194.018991485
1848,61841.2064931207
1849,107584.171691687
1850,114549.461641453
1851,147422.462462176
1852,119921.486956428
1853,133803.779494364
1854,160312.747322142
1855,144215.179401292
1856,217665.86787182
1857,137498.712904025
1858,136244.192382303
1859,115244.228735282
1860,150165.065546898
1861,112868.890440712
1862,296040.59611394
1863,283517.425789926
1864,283549.577827348
1865,328317.732682833
1866,332016.478058501
1867,234752.889031562
1868,304452.764132698
1869,206088.256130718
1870,224485.018190362
1871,243055.308200062
1872,171032.382878699
1873,239384.396071949
1874,148773.79222332
1875,201389.519392274
1876,203859.676093931
1877,207801.752552426
1878,204589.311804777
1879,131682.291868336
1880,134056.814159062
1881,241956.195716328
1882,248178.408900131
1883,188706.261881041
1884,203774.803098313
1885,237371.592940434
1886,293959.240916464
1887,204741.758637854
1888,276803.244382739
1889,167301.102689336
1890,123128.329105274
1891,135624.820670559
1892,99831.8357877892
1893,128415.628052722
1894,124996.162733264
1895,134153.551655082
1896,123739.744024464
1897,119435.475971318
1898,113838.743009995
1899,153066.009476584
1900,147473.110806442
1901,175401.557596208
1902,152912.706856652
1903,207806.300215718
1904,144358.7500889
1905,201880.301164283
1906,164365.445465662
1907,207500.462370384
1908,108250.01075424
1909,134351.767953054
1910,119694.048527744
1911,225467.228547142
1912,334445.014000315
1913,146840.89552811
1914,63940.4707240525
1915,304989.966105762
1916,55930.888760864
1917,248715.872696217
1918,136993.995480154
1919,173563.041617707
1920,167120.891920622
1921,418898.777596536
1922,311829.919642651
1923,223078.773547827
1924,234050.278202015
1925,197449.064418283
1926,397109.986398965
1927,132657.093110934
1928,162218.055900299
1929,120778.821611238
1930,131226.616579221
1931,144344.213670557
1932,143878.188147946
1933,187592.366327856
1934,183862.403679933
1935,173010.426215925
1936,193387.768239602
1937,185293.40013418
1938,179299.603893475
1939,230039.461878932
1940,190137.522490283
1941,175057.873516778
1942,189999.640638876
1943,215287.345488658
1944,347915.689996354
1945,391336.664669951
1946,161038.973698957
1947,325080.733698812
1948,168646.373757132
1949,233826.484783011
1950,185515.241855591
1951,251465.578881502
1952,222655.875217777
1953,170185.579412675
1954,174167.445709964
1955,136396.016965505
1956,296433.849452891
1957,156069.729415268
1958,317366.867762402
1959,143321.086619267
1960,113752.009558502
1961,119501.697190949
1962,97103.6325109261
1963,104983.727241122
1964,114115.348681875
1965,144624.63601439
1966,133819.24061301
1967,280047.536379556
1968,447257.616756291
1969,396273.637405873
1970,466815.785653278
1971,464007.016515381
1972,386644.073314431
1973,258219.669474664
1974,313902.42831618
1975,534708.607258596
1976,273849.322120735
1977,362333.100726212
1978,368944.573222203
1979,354263.073855096
1980,200242.710917821
1981,362639.063582187
1982,230406.433346809
1983,210796.061572812
1984,168495.27415701
1985,229078.703298336
1986,211572.222297466
1987,179678.276241872
1988,178704.842671334
1989,194010.700197435
1990,209576.482449728
1991,237597.409843856
1992,216196.482854277
1993,166036.823150498
1994,231686.046173422
1995,185526.305698368
1996,249473.170969189
1997,311257.497000858
1998,335279.498763936
1999,258594.822073986
2000,318598.343303552
2001,265392.877199426
2002,245320.133596012
2003,268536.080663539
2004,292801.954066932
2005,217042.797351238
2006,226470.410517054
2007,255151.882363028
2008,216606.825389408
2009,194153.845075039
2010,189771.621460054
2011,134970.7231887
2012,172257.621197578
2013,179610.781450334
2014,186106.973933477
2015,200497.319489192
2016,193181.651113225
2017,192708.01832928
2018,116636.54280554
2019,132861.60097391
2020,105291.009999614
2021,106843.190283032
2022,184152.001030624
2023,148682.897409307
2024,272191.239836008
2025,369824.903735052
2026,173985.301533447
2027,157400.611624927
2028,151327.368381388
2029,169051.756366541
2030,272460.217860134
2031,235479.63477474
2032,242483.437989709
2033,257457.284959675
2034,163958.586828722
2035,227630.260205961
2036,190060.174287098
2037,196535.945753723
2038,296164.311436732
2039,224364.420253338
2040,280054.68462384
2041,269329.547419608
2042,205223.568142866
2043,176793.886754776
2044,176163.40367334
2045,211800.347993108
2046,143818.698782503
2047,142961.268358984
2048,135895.934356109
2049,142435.444396284
2050,167959.665409891
2051,103603.779159877
2052,128555.465939341
2053,145310.086388967
2054,83962.2102500028
2055,154748.028408705
2056,143689.378895536
2057,116238.318434789
2058,217083.595623644
2059,136234.060032602
2060,180538.855079643
2061,170482.883907475
2062,130353.458644268
2063,109598.71152878
2064,140180.701573291
2065,113334.323500194
2066,166150.895036419
2067,108294.956824661
2068,146666.123960812
2069,82575.8401782138
2070,109487.472416884
2071,94601.1720237255
2072,137916.758960242
2073,135192.311704628
2074,183479.979664473
2075,143562.471116588
2076,120480.68026913
2077,158648.881652232
2078,128573.502720905
2079,131203.22823895
2080,112643.234594036
2081,122576.642688528
2082,124318.023924718
2083,145210.654602296
2084,107804.115487027
2085,116410.27819173
2086,118822.102993293
2087,126349.099715527
2088,104256.644308945
2089,76150.4637350233
2090,131630.364289148
2091,112802.379815609
2092,126213.057292357
2093,122162.940504793
2094,103234.410247644
2095,141813.480376924
2096,74606.5108816086
2097,102107.601201076
2098,150772.113984726
2099,53510.6033140762
2100,91404.1868616731
2101,113419.64377255
2102,119397.782859488
2103,102676.613394639
2104,144145.508418669
2105,127178.436747637
2106,84846.6263527205
2107,211484.687197283
2108,117250.34014046
2109,111976.354684636
2110,131175.267871582
2111,130970.832380102
2112,146632.467778308
2113,120828.227914313
2114,116901.931134995
2115,161549.703679277
2116,118427.121366159
2117,156884.340681586
2118,118187.017222534
2119,104992.8380621
2120,120606.850736756
2121,103922.97606738
2122,115778.87991541
2123,78707.3739183377
2124,154250.64321876
2125,139104.825114332
2126,150409.40358462
2127,156835.603667028
2128,116236.094750065
2129,82192.4103097754
2130,131572.96837087
2131,138207.179434853
2132,118701.264711304
2133,115650.227817172
2134,115948.586796107
2135,82660.7979351403
2136,70259.453881473
2137,109297.506858695
2138,129110.749005516
2139,150332.857908813
2140,141336.98532323
2141,146692.905655127
2142,128353.337905779
2143,148190.188857452
2144,121458.078267876
2145,135246.171108831
2146,159444.940024815
2147,134563.34140839
2148,139811.617192239
2149,141176.725137907
2150,226954.559345105
2151,109311.002046304
2152,178137.492456846
2153,171296.368192235
2154,107765.785302015
2155,136993.326875687
2156,277156.69339184
2157,232027.936503323
2158,235624.137707115
2159,204217.142229842
2160,174941.68645637
2161,238564.950152641
2162,439991.58955921
2163,362662.055177146
2164,246247.295113664
2165,191473.442932363
2166,152107.303202304
2167,220915.915980664
2168,200396.662475237
2169,193854.131479974
2170,219169.374643464
2171,152654.287018516
2172,133527.057501923
2173,173897.390694765
2174,232696.364564081
2175,310164.796164227
2176,322171.858608672
2177,241560.683961637
2178,208285.344442719
2179,138751.645368183
2180,239192.478696878
2181,187182.541588896
2182,220361.099480591
2183,190336.28500699
2184,125058.601959262
2185,123308.348211024
2186,144217.40560026
2187,149140.563442764
2188,151648.034939704
2189,290044.533054287
2190,76133.7462095954
2191,82607.7343035671
2192,89024.5495438044
2193,101362.017613215
2194,95664.447696434
2195,106966.980602363
2196,99142.9397509971
2197,119755.784588995
2198,145250.410436826
2199,175141.119734291
2200,154517.586074721
2201,142795.762696152
2202,204821.558275271
2203,134082.078314399
2204,183923.275124992
2205,122648.446722262
2206,142599.356784005
2207,201082.222348096
2208,257382.89812084
2209,255182.099407685
2210,118105.840178613
2211,107799.003452003
2212,113939.053742037
2213,99876.956237799
2214,129614.777390925
2215,99862.0075734608
2216,148802.770488929
2217,70080.6671678857
2218,81614.948756728
2219,79921.3209296
2220,71043.0851083406
2221,300878.86691704
2222,274452.752005858
2223,302832.5294116
2224,210726.091885346
2225,120579.260110576
2226,205109.607871698
2227,197769.994684076
2228,262530.029223735
2229,257664.546810018
2230,160324.482152224
2231,213228.890227761
2232,187482.015734733
2233,179721.645555335
2234,230117.583188833
2235,218952.639620752
2236,278314.847608914
2237,347741.575161851
2238,195152.145119815
2239,115544.761466134
2240,158519.255762906
2241,162930.353845474
2242,122683.556360993
2243,125119.993568966
2244,106104.427462832
2245,100929.725608574
2246,138428.963141776
2247,110965.214519561
2248,125602.610119068
2249,122319.410676091
2250,130332.070916149
2251,126512.90803933
2252,175727.832991498
2253,154737.820812984
2254,174845.800889401
2255,194338.612170058
2256,175678.716090093
2257,210488.783361466
2258,160814.74700427
2259,180871.274103336
2260,139962.166871482
2261,193054.708409032
2262,211200.049992349
2263,370194.552810515
2264,548347.968385895
2265,178027.471424389
2266,304905.350488628
2267,399227.372256407
2268,422591.587837854
2269,157230.699259651
2270,191595.01521253
2271,211046.544345351
2272,197642.043505881
2273,167441.629298627
2274,187384.342958436
2275,170369.111854338
2276,188391.543106158
2277,180953.126464523
2278,143113.423094189
2279,119990.026498817
2280,117680.369107874
2281,173336.306559074
2282,193960.060489449
2283,104568.504138227
2284,108938.277506326
2285,135910.64819903
2286,120789.578289333
2287,361727.793278951
2288,278808.676278304
2289,420351.442014955
2290,489827.313021902
2291,321386.37399016
2292,456861.553019588
2293,504755.602367012
2294,419787.319305548
2295,511681.952434217
2296,310447.65452822
2297,321304.704028258
2298,340585.093939186
2299,366691.325991354
2300,341727.645140794
2301,288197.494828365
2302,249155.119520128
2303,242402.238118093
2304,255097.337373441
2305,197815.592011744
2306,192907.590134397
2307,200646.922801091
2308,221422.002471076
2309,273055.965840852
2310,218373.003853277
2311,199716.732855904
2312,177129.11477159
2313,173274.473603131
2314,169057.782060286
2315,178058.02141805
2316,198671.102924124
2317,194714.77540908
2318,181764.290627376
2319,178463.485272512
2320,184686.205043259
2321,242399.492974323
2322,172492.580460468
2323,185435.013094922
2324,169698.148170744
2325,216848.495548764
2326,170232.412261232
2327,205302.508388131
2328,223806.820693498
2329,194690.859679176
2330,183771.5126521
2331,369019.465127352
2332,396534.717558275
2333,325858.280803764
2334,255547.734986954
2335,259563.31854039
2336,323013.696792993
2337,210278.579548123
2338,286763.515040726
2339,228441.602081326
2340,419171.844685178
2341,235683.952028468
2342,236706.850077962
2343,233316.110254004
2344,220569.23520694
2345,243644.75776114
2346,213565.97293386
2347,204286.827933557
2348,242548.986715994
2349,191980.671132995
2350,303907.95121758
2351,257893.086249722
2352,263283.41948365
2353,255305.208628359
2354,139127.137344714
2355,140924.350179357
2356,151518.492010873
2357,191954.112456031
2358,194639.752312753
2359,134132.070943962
2360,115597.323236163
2361,146878.392041266
2362,278471.562807753
2363,134725.790990026
2364,151692.858073044
2365,224888.434339764
2366,190523.078094759
2367,226878.627018968
2368,213611.129644043
2369,228558.424389279
2370,169505.213921965
2371,168870.014769499
2372,192241.579203341
2373,273217.289142769
2374,320656.218826734
2375,258868.62181125
2376,286186.251392258
2377,359735.66135531
2378,137992.797704037
2379,210651.19925453
2380,140066.754915996
2381,172350.26892763
2382,201268.8132198
2383,205312.167982574
2384,242121.357993453
2385,159285.706647265
2386,132823.224669812
2387,135392.918367872
2388,97373.0921861543
2389,119961.066394379
2390,144774.502905883
2391,144372.724271796
2392,114454.11417152
2393,161037.754016734
2394,141878.888309419
2395,208581.346116311
2396,144946.434655917
2397,224862.870313323
2398,134671.782986521
2399,61558.0368177035
2400,58956.1677209499
2401,110086.547367711
2402,136680.892464963
2403,144376.878381518
2404,151216.495933869
2405,157352.954892195
2406,135806.933228467
2407,126083.265609731
2408,145090.320931484
2409,124830.649821434
2410,169883.543595134
2411,116287.775394668
2412,157780.770945267
2413,131049.347701796
2414,142526.007255527
2415,136302.723146936
2416,120629.283273594
2417,126990.280787256
2418,127599.989503681
2419,129563.473302916
2420,123567.901701901
2421,150382.379394356
2422,113863.713527459
2423,114668.183767798
2424,162267.885266763
2425,213918.573755283
2426,132143.014349054
2427,129070.224175774
2428,178302.470401885
2429,114288.436384959
2430,130066.496335727
2431,100178.49845749
2432,145140.308664915
2433,150074.267587616
2434,141400.358041381
2435,159616.095102115
2436,103119.468315079
2437,107994.173708378
2438,123014.414296038
2439,107704.876237795
2440,117643.941203676
2441,97603.2548130969
2442,96545.9399958076
2443,119070.128768069
2444,128719.382542823
2445,86217.4917471774
2446,137094.901864849
2447,172789.30610528
2448,131463.519039713
2449,113306.711811047
2450,141388.233217494
2451,136600.967744994
2452,187396.706711751
2453,88813.6522376344
2454,119164.114185494
2455,120352.161155401
2456,132280.666398945
2457,128426.364742064
2458,124255.425005778
2459,110799.100094086
2460,139907.490564546
2461,121768.686197117
2462,140133.545815961
2463,125278.009810179
2464,176043.406670321
2465,140064.49931795
2466,111309.649052662
2467,133834.445956485
2468,81148.4487863827
2469,72586.1188227364
2470,181527.145990656
2471,202038.137889106
2472,155961.434114527
2473,115870.607993645
2474,98499.4328646936
2475,213915.709200029
2476,114882.718985629
2477,127634.316642825
2478,152888.765202415
2479,101297.782546588
2480,154460.974183911
2481,125978.144657414
2482,126456.080928162
2483,114785.710050767
2484,126240.255953955
2485,124302.715112512
2486,159663.948696952
2487,182608.91117382
2488,150989.876901751
2489,153512.069927509
2490,148681.896827679
2491,85536.5319367489
2492,190071.577412765
2493,147045.796664823
2494,146774.979983712
2495,89307.9633095507
2496,242878.889336534
2497,148865.229186226
2498,108418.626987285
2499,83837.154619914
2500,126419.082095641
2501,134392.825391571
2502,151361.541483542
2503,93583.5554172749
2504,185570.879772341
2505,217639.508159517
2506,259589.148515129
2507,295771.243351415
2508,260432.099526065
2509,217814.280153056
2510,219404.365740029
2511,172311.482624358
2512,209933.463987128
2513,219907.173077079
2514,246073.868766011
2515,156428.46687673
2516,175734.021687265
2517,144016.047594194
2518,157874.234294027
2519,229508.156674002
2520,213518.433590609
2521,184458.579046762
2522,224304.274915715
2523,120012.28055704
2524,140558.788595556
2525,147670.678612624
2526,137996.841331065
2527,116781.083155278
2528,124387.837016258
2529,134311.352230485
2530,119107.740895788
2531,266455.720094529
2532,224050.38544579
2533,195680.593672279
2534,230251.571092945
2535,310762.630967035
2536,229639.337160252
2537,236999.567333863
2538,182956.894479175
2539,184869.859893034
2540,183369.095939137
2541,178964.542291131
2542,173808.026914343
2543,127850.204910638
2544,118145.889666642
2545,137775.027862709
2546,122029.799620834
2547,136650.525153617
2548,149682.140050251
2549,168286.333461259
2550,890478.220375286
2551,142452.27168896
2552,126496.13339374
2553,74467.7871374442
2554,94532.9188120389
2555,114064.698947937
2556,102317.3439739
2557,104405.552125284
2558,140245.746765477
2559,136359.190857091
2560,148342.871839434
2561,137263.110497921
2562,132374.666398125
2563,152027.299629478
2564,206680.949097209
2565,136565.874039042
2566,170676.718970725
2567,139876.941536633
2568,210417.994084375
2569,217180.032786145
2570,114946.768326386
2571,212526.779226537
2572,149183.867124158
2573,224504.071523471
2574,286567.553743206
2575,122320.662257578
2576,113446.813895434
2577,148342.041894443
2578,82474.1651234165
2579,64713.6975745349
2580,113344.931019861
2581,123975.192597505
2582,117506.229767162
2583,291450.819532589
2584,178689.441157314
2585,198073.508217105
2586,216083.847212958
2587,195731.293495521
2588,136327.480763058
2589,144245.262719215
2590,212398.014128769
2591,216872.404915734
2592,217463.107005995
2593,246257.761441209
2594,178423.896233547
2595,192556.892908732
2596,311351.970550361
2597,182518.241463506
2598,292823.929953505
2599,325259.191589576
2600,152825.591255996
2601,141792.877471663
2602,82078.0524262216
2603,93629.2031902489
2604,89462.4807597373
2605,76117.4322115728
2606,149463.800178746
2607,208468.197732096
2608,204908.882907534
2609,172176.443287598
2610,108490.016656854
2611,120611.963994519
2612,154995.64452261
2613,129953.382179518
2614,126196.458916401
2615,148678.005206995
2616,142255.533113077
2617,191790.648736876
2618,187934.904384952
2619,199683.864443037
2620,190530.97962433
2621,178914.575232858
2622,188649.28400133
2623,244176.528203386
2624,324892.102680967
2625,298220.745054781
2626,178732.975982024
2627,168137.255073526
2628,484858.837672496
2629,512658.515103684
2630,382240.589625366
2631,478007.567811287
2632,426123.4834484
2633,329885.55134749
2634,423878.82159541
2635,154933.334175845
2636,178830.758487264
2637,168359.194659557
2638,264014.944227123
2639,183329.07180347
2640,147865.152008628
2641,103546.045153646
2642,195204.63282214
2643,102777.134286178
2644,122185.820175385
2645,105171.725922315
2646,93471.3901287038
2647,104421.261607091
2648,144809.303218305
2649,153106.647425042
2650,132509.84550619
2651,140136.818618613
2652,422609.136620271
2653,251704.703521217
2654,249607.768311277
2655,406370.636419619
2656,312979.012416351
2657,346786.657121721
2658,294505.249609803
2659,303834.200328449
2660,349392.898351022
2661,372472.499734157
2662,363648.662247918
2663,289855.965908309
2664,262721.377330341
2665,331892.833020551
2666,291402.406929875
2667,168054.719869243
2668,176900.175488096
2669,184040.814797804
2670,278557.396590099
2671,183952.367621039
2672,193210.594421895
2673,201295.537046822
2674,196879.981113058
2675,168476.658018958
2676,189218.189981822
2677,198428.436067891
2678,256359.47940047
2679,272556.535841418
2680,282054.426354972
2681,389798.434509082
2682,320594.135539288
2683,525131.367201813
2684,322791.971344299
2685,326880.2004597
2686,259812.965208308
2687,334572.614143198
2688,219946.66642973
2689,202409.663284638
2690,468264.815323856
2691,195501.206626919
2692,141750.232345225
2693,197239.064535894
2694,131450.902332017
2695,191263.556369355
2696,181509.047946078
2697,191996.568170247
2698,192013.803625332
2699,178688.758499476
2700,157870.178011767
2701,145358.869382777
2702,108815.774135094
2703,117017.420838903
2704,138191.659221143
2705,117043.722154414
2706,108896.103276708
2707,118308.525638027
2708,133508.967775693
2709,101552.724587038
2710,128022.349937783
2711,303768.983240176
2712,385620.166581514
2713,169148.264321014
2714,150128.695805891
2715,170351.555170846
2716,144764.068805426
2717,186911.891565625
2718,226822.492967061
2719,158553.718471536
2720,170974.108580035
2721,132147.208043891
2722,166506.181570905
2723,137919.800083736
2724,126600.620899269
2725,129594.090634684
2726,149348.341947995
2727,178020.648072332
2728,168723.479026314
2729,151482.797516103
2730,146432.125236806
2731,118512.822956646
2732,129681.296184166
2733,158569.440907105
2734,151524.005507423
2735,133659.310957347
2736,138880.844787825
2737,118967.584446353
2738,139277.635599761
2739,157377.525215079
2740,130430.313274946
2741,149512.913105609
2742,146782.943236632
2743,153330.522215342
2744,155542.545417102
2745,135941.642286896
2746,136166.451592135
2747,136314.412837553
2748,114252.145708697
2749,129902.727964042
2750,132437.755634262
2751,134509.758975873
2752,182157.387236721
2753,157618.785287805
2754,248863.548238443
2755,125801.565525238
2756,95019.2503028642
2757,67514.3003679768
2758,80283.1705967755
2759,151701.287650327
2760,124723.586588888
2761,141962.668110769
2762,143259.967185421
2763,179248.499590777
2764,133053.743153139
2765,288668.808342097
2766,131142.634813643
2767,88651.4094401943
2768,129971.031288001
2769,132870.323661751
2770,133778.004325087
2771,113217.687085253
2772,113051.843681951
2773,163781.69527989
2774,141400.985758451
2775,117624.146772338
2776,131234.374579596
2777,134889.709034437
2778,97134.7726022825
2779,115052.142797765
2780,90789.4445140892
2781,97502.1726467844
2782,95408.7817860038
2783,102449.162029955
2784,122256.175952946
2785,134543.873679632
2786,66873.9776452857
2787,116837.200741448
2788,76879.7321950132
2789,170131.756717071
2790,94373.3721929086
2791,111325.147134593
2792,62048.0497798409
2793,160364.365086251
2794,99747.2336821001
2795,122502.676806352
2796,98736.009586729
2797,195421.732021415
2798,108958.49685674
2799,115402.546626069
2800,60069.9196589293
2801,97301.1028959759
2802,129748.348589205
2803,163259.248334773
2804,127339.915832737
2805,95589.9088221109
2806,79691.8299280505
2807,155160.231315411
2808,149387.821055671
2809,133445.402924085
2810,128530.12194565
2811,164967.951966121
2812,157573.544509442
2813,159016.494879601
2814,160658.727970216
2815,101646.387613923
2816,234286.739176522
2817,147449.987212574
2818,128441.763133545
2819,155735.465565932
2820,139286.848432546
2821,106933.418796546
2822,200800.856731612
2823,322524.650368782
2824,185976.698770656
2825,144610.025111447
2826,129797.91011032
2827,132143.063694997
2828,217466.21016747
2829,204308.20982972
2830,233094.476599888
2831,172996.561623792
2832,268314.164007075
2833,281910.144669536
2834,217168.955488788
2835,223048.962633733
2836,192205.462289535
2837,165540.190792629
2838,153218.02700647
2839,173957.675918037
2840,202580.129384264
2841,200617.677701006
2842,231918.047575444
2843,148840.723779409
2844,163106.505058606
2845,119072.685804301
2846,209063.52775134
2847,209211.053083
2848,214956.123338935
